Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,,,,,,,
Ecxelente!! sem resalvas!!,,Store,,,,,,,,
Os entregadores muito gentis e a entrega foi feita dentro do prazo,,Store,,,,,,,,
Loja autêntica e entrega rápida medicamentos realmente funcionam,,Store,,,,,,,,
TUDO DENTRO DO PRAZO NADA A RECLAMAR DO ATENDIMENTO DA LOJA.,,Store,,,,,,,,
Eu achei ótimo o produto só a entrega que demorou além dos 15 dias esperado.,,Store,,,,,,,,
"òtimo atendimento, répido e sem rodeios!",,Store,,,,,,,,
"Sempre compra na loja, é satisfação garantida.",,Store,,,,,,,,
"Praticidade no atendimento, e entrega excelente",,Store,,,,,,,,
todas as as minhas espectativas foram satisfeitas.,,Store,,,,,,,,
"Loja super atenciosa, entrega rápida pode comprar sem medo pôs é 100% segura recomendo.",,Store,,,,,,,,
Bom atendimento e qualidade na entrega,,Store,,,,,,,,
A entrega ocorreu conforme o esperado!,,Store,,,,,,,,
"Muito rápido chegou o produto, recomendo!!!!",,Store,,,,,,,,
Ótimo relacionamento com os clientes,,Store,,,,,,,,
"Entrega rápida,",,Store,,,,,,,,
Por indicaçao de um conhecido,,Store,,,,,,,,
Pela efeciencia e rapidez na entrega. Recebi em menos de uma semana atraves de PAC.,,Store,,,,,,,,
"Porque simplesmente adoro a Shoulder, acompanho sempre as novidades....",,Store,,,,,,,,
"Atendimento rápido, postagem, e resposta pelo Whats excelente.\n",,Store,,,,,,,,
"Loja rápida, excelente, recomendo.",,Store,,,,,,,,
Fácil de comprar e chegou antes do tempo.,,Store,,,,,,,,
Produto chegou rápido e em perfeito estado. O acompanhamento do percurso do produto é diferenciado e em tempo real. Me sinto segura ao comprar na loja.,,Store,,,,,,,,
Comprei pelo site e tive otima assistencia do vendedor pelo Whats App. Fui informada de todos os processos antecipadamente. Produtos chegaram antes do prazo estipulado. E tive um probleminha que foi resolvido com sucesso e rapidez. Super Indico a Loja.,,Store,,,,,,,,
"Ótimos produtos, bom preço e entrega rápida",,Store,,,,,,,,
Faltou informações sobre o produto.,,Store,,,,,,,,
"Entregaram meu pedido no tempo estipulado, super atenciosos e as peças de boa qualidade.",,Store,,,,,,,,
"Muito bom comprar no site, fácil, entrega na data prevista, rápida e produtos de qualidade!",,Store,,,,,,,,
Gostei muito! Produtos chegaram antes do prazo previsto.,,Store,,,,,,,,
"Achei ótimo! A experiência de entrar no site msm sem conhecer, e comprar, foi td muito rápido, claro e simples! E claro Rapido! muito obrigada!!!  :)",,Store,,,,,,,,
"Loja muito boa para se comprar, tirando o problema que eu tive com o frete ter demorado 3 dias à mais do que o combinado. Ao menos eles estornaram o valor do frete. Obrigado!",,Store,,,,,,,,
sempre fui bem atendida e a entrega sempre no dia marcado,,Store,,,,,,,,
Entrega super rápida e bem antes do prazo combinado.,,Store,,,,,,,,
compra fácil e rápida,,Store,,,,,,,,
Mostra com clareza cada produto que vende.,,Store,,,,,,,,
Até então pela rapidez e espero comprar mais produtos,,Store,,,,,,,,
Processo de compra bem simples e fácil. Além do bom preço.,,Store,,,,,,,,
Pelo prazo de entrega ser cumprido e ter uma boa mercadoria.,,Store,,,,,,,,
Confiabilidade e agilidade na entrega,,Store,,,,,,,,
Ótima loja,,Store,,,,,,,,
"Muito bom, rápido e eficiente",,Store,,,,,,,,
Porque encontrei o produto que precisava!,,Store,,,,,,,,
Pelo preço é atendimento inicial. Porém não gostei do pós venda onde tenho que entrar em contato todo momento para saber de rastreio e resolução dos problemas apresentados,,Store,,,,,,,,
Loja muito boa,,Store,,,,,,,,
"Eu achei que a loja foi muito incompetente de ter separo o produto errado e enviado errado para o Cliente,uma falta de consideração com o cliente, que por sinal fique muito insatisfeito.",,Store,,,,,,,,
"Excelente apresentação, e entrega no prazo correto.",,Store,,,,,,,,
Entrega na data prevista.,,Store,,,,,,,,
"Variedade de produtos , preço e entrega muito rápida. Recomendadíssima.",,Store,,,,,,,,
Achei o fornecedor eficiente e atencioso.,,Store,,,,,,,,
"Escolhi a loja pela variedade de produtos e também pelo preço. Recebi até uma ligação informando a diferença do produto adquirido e com opções, achei que demonstraram muito interesse na satisfação do cliente. Além disso a entrega foi bem rápida. O Atendimento foi excelente!",,Store,,,,,,,,
Recomendo a loja,,Store,,,,,,,,
"Excelente experiência, entrega dentro do prazo, sem problemas.",,Store,,,,,,,,
"Não consegui comprar algumas cores,pois estavam indisponiveis, por ex.:pérola/branco/rose/etc eu preciso sempre as 3 peças social/banho e rosto/bordo em fita e a caprice luxo é espetacular.",Product,,,,,,,,,
Envio rápido e produto de ótima qualidade!!!,,Store,,,,,,,,
O tecido descorou ao lavar e as cores da estampa já estão diferentes do cobre leito que ainda não lavei e são da mesma estampa.,Product,,,,,,,,,
BOM ATENDIMENTO,,Store,,,,,,,,
"Perfeito atendimento, rápida entrega e ótimos produtos. Estou satisfeita!",,Store,,,,,,,,
"Ótimo, atendimento envio imediato, estão de PARABÉNS \n\nJá paz mais de 4 anos que compro e acompanho as novidades do site",,Store,,,,,,,,
muito bom gostei de comprar,,Store,,,,,,,,
"Fui muito  atendida com prontidão ao solicitar a devolução do produto mas apesar de já tê-lo devolvido há 8 dias, ainda não recebi o reembolso",,Store,,,,,,,,
Foi ótimo. minha primeira compra pra e com uma super promoção. Chegou certinho no prazo. Perfeito!,,Store,,,,,,,,
"A compra na  loja foi perfeita, sendo possível agendar a data de entrega, o que farei na próxima vez.",,Store,,,,,,,,
"Prazo de entrega enorme, foi dentro do prazo, mas demorou bastante.",,Store,,,,,,,,
loja com produtos diversos e preços bem acessivel.,,Store,,,,,,,,
porque a loja está aumentando mui9to os preços,,Store,,,,,,,,
qualidade no atendimento,,Store,,,,,,,,
"Confiança, qualidade e atendimento",,Store,,,,,,,,
Site confiável e rápido.,,Store,,,,,,,,
"Entregue muito rápido, valeu a pena.",,Store,,,,,,,,
"site super confiável, entregou antes do prazo, bem embalado e produto de excelente qualidade. recomendo muito!",,Store,,,,,,,,
"Chegou no prazo, e preço muito bom !!",,Store,,,,,,,,
loja séria e responsavél com ótimos preços.,,Store,,,,,,,,
"a loja é boa, atendentes atenciosos eu Recomendo.",,Store,,,,,,,,
"Excelente, entrega rápida, pela embalagem ser muito boa o produto chegou em perfeitas condições.",,Store,,,,,,,,
"Loja muito boa, tem variedades de peças chegou dentro do prazo,podem comprar sem receio",,Store,,,,,,,,
"Chegou no prazo, bem embalado, melhor preço",,Store,,,,,,,,
"Foi o melhor site de compras o que já utilizei.\ Nunca ví um igual. Recebi atenção total, quanto a valores, frete, pagamento. Inclusive, a entrega do produto não pode ser feita no primeiro dia, pois não estava em casa. Eles me ligaram preocupados com a entrega. Isso não tem em site nenhum. Pelo menos nunca ví. Excelente mesmo. Recomendo muito.",,Store,,,,,,,,
Loja super otima,,Store,,,,,,,,
Bns produtos e preço.,,Store,,,,,,,,
Gosto muito desta loja....e chegou bem certinho..da data prevista...,,Store,,,,,,,,
"loja muinto boa, muintos produtos variados entrega rapida, recomendo",,Store,,,,,,,,
Entrega rápida e preço justo. Certasmente comprarei de novo nessa loja.,,Store,,,,,,,,
"Só não ganho mais uma estrela pois houve um pequeno atraso na entrega, entretanto, chegou em conformidade todas as peças do produto.",,Store,,,,,,,,
Entrega super rápida.,,Store,,,,,,,,
"Produto maravilhoso, entrega rápida.",,Store,,,,,,,,
"Via GruntarTV, indicado por ele",,Store,,,,,,,,
Sempre muito atenciosos <3,,Store,,,,,,,,
"Como minha primeira compra,só tenho a elogiar, ótimo, recomendo.",,Store,,,,,,,,
"Muito bom, gostei do site e as formas de pagamento",,Store,,,,,,,,
Nunca tinha comprado com a ShopB e nessa primeira compra foi ótimo! Despachado rápido e bem embalado! Só tenho pontos positivos! Recomendo!,,Store,,,,,,,,
"Entrega rápida, já conheço a marca e gosto muito.",,Store,,,,,,,,
"Não recebi o produto até hoje. Já contatei a loja, falaram que havia ocorrido um erro e que em uma semana chegaria. Esse fato foi antes do natal e até hoje não chegaram os produtos. ( Na verdade chegou 2 de 8).",,Store,,,,,,,,
"Chegou super rápido a panela, antes do prazo determinado.",,Store,,,,,,,,
Ótimo atendimento.,,Store,,,,,,,,
"Tudo certo desde o primeiro clique, atendimento nota 1000.",,Store,,,,,,,,
muito bom chegou antes do prazo recomendo sempre,,Store,,,,,,,,
Excelente variedade de produtos e entrega rápida.,,Store,,,,,,,,
Ótimo adentimento,,Store,,,,,,,,
Compra fácil e entrega rápida. O que mais posso querer?,,Store,,,,,,,,
COM ESSSE CARTÃO TUDO OK COM  A LOJA.,,Store,,,,,,,,
Perfume maravilhoso fixação boa amei vou comprar de novo,,Store,,,,,,,,
"A compra foi rápida, segura e entrega antes do prazo estabelecido!!! Recomendo a Café Store!!!",,Store,,,,,,,,
"Envio rápido, pronta entrega, facilidade na compra",,Store,,,,,,,,
"facilidade em usar o site, prazo de entrega",,Store,,,,,,,,
Loja muito eficiente produtos ótimos curti de mais obrigado,,Store,,,,,,,,
LOJA PESSIMA!,,Store,,,,,,,,
Porque cumpre o que promete.,,Store,,,,,,,,
Cash back - entrega rapida,,Store,,,,,,,,
"Pelas propagandas no instagram e o feedback é muito bom, pretendo repetir as compras.",,Store,,,,,,,,
Entrega otima. Produto chegou em perfeitas condiçoes e antes do prazo.,,Store,,,,,,,,
Primeira vez que compro e recomendo.,,Store,,,,,,,,
ja compro nesse site e nunca tive problemas.... entrega otima e sempre dentro do prazo,,Store,,,,,,,,
Através de grupo de rede social,,Store,,,,,,,,
ÓTIMO ! POIS NÃO ESTAMOS FICANDO EM FALTA COM AS CLIENTE,,Store,,,,,,,,
"Ja comprei algumas coisas aqui, ótimo preço e atendimento, pretendo continuar comprando. Recomendo a novos compradores sempre olharem aqui primeiro.",,Store,,,,,,,,
atraso na minha entrega ....,,Store,,,,,,,,
A entrega é rápida,,Store,,,,,,,,
ótimo atendimento Agilidade na entrega,,Store,,,,,,,,
Procedencia e confiança,,Store,,,,,,,,
"Produto chegou no prazo, em condições conservadas de fábrica, mas ligam para pedir confirmação de dados por telefone o que me deixou inseguro na compra.",,Store,,,,,,,,
Otima loja. Virei freguesa,,Store,,,,,,,,
Ótimo atendimento e produtos de qualidade.,,Store,,,,,,,,
"Ótima loja , tudo certinho prazo de entrega excelente !",,Store,,,,,,,,
Bons produtos e com alta qualidade tanto nos produtos como em aprendizado !!,,Store,,,,,,,,
Gostei dos modelos modernos e com tamanhos grandes,,Store,,,,,,,,
"Como bom mineiro, sempre com um pé atrás né? mas a atenção e o profissionalismo dos vendedores nos procedimentos da compra, me deixaram muito satisfeito fazendo com que eu indique sem medos a loja e continue comprando sempre que precisar. Pela minha experiencia, todos podem confiar.",,Store,,,,,,,,
Rapida entraga. So nao ganha 5 estrelas porque o produto nao estava lacrado na hora da entrega.,,Store,,,,,,,,
"Muito bom, pratico e rapido, tudo Ok!",,Store,,,,,,,,
Loja muito bacana,,Store,,,,,,,,
"Pois correu tudo muito bem. Negociação com ótimo preço e condições de pagamento, frete grátis, entrega dentro do prazo, qualidade da entrega, produto de qualidade.",,Store,,,,,,,,
"Loja de confiança, vem tudo certinho e bem embalado",,Store,,,,,,,,
Rápida! Muito boa. Eficiente.,,Store,,,,,,,,
Porque entregou no prazo.,,Store,,,,,,,,
Dei essa nota pq na verdade quando disseram que ua ganhar um brinde achei que era uma miniatura de perfume para minha coleçao mas me decepcionei com o shampo e condicionador mini,,Store,,,,,,,,
"Gostei, porém o prazo de entrega foi muito superior ao informado, isso é ruim, pois o cliente fica na expectativa.",,Store,,,,,,,,
Preços bons. Variedades.,,Store,,,,,,,,
Qualidade dos Produtos e rapidez na entrega.,,Store,,,,,,,,
"Por ser oficial, mas é a ultima compra que faço.",,Store,,,,,,,,
recomendo otima loja e rapido na entrega,,Store,,,,,,,,
Entrega na data prevista.,,Store,,,,,,,,
"a loja correspondeu totalmente às minhas expectativas, no atendimento, comunicação e entrega do produto.Tudo certo!",,Store,,,,,,,,
"Otima loja, onde minha familia sempre faz compras, com material de ótima qualidade. Super recomendo",,Store,,,,,,,,
Perfeito. Envio rapido . Boa embalagem.tudo certo,,Store,,,,,,,,
Primeira compra feita na ikezaki online. Sempre comprava em alguma loja física; foram muito atenciosos pois o meu produto nao estava disponível e mesmo assim entraram em contato diversas vezes até a data do recebimento. Muito obrigada.,,Store,,,,,,,,
"Eu recomendo muito a PlayerID, me tratou super bem e tirou todas as minhas duvidas!PlayerID ta de parabéns!",,Store,,,,,,,,
tudo conforme foi pedido,,Store,,,,,,,,
O site do Boticário é muito bom. Principalmente os descontos que tem de vez em quando! rsrsr,,Store,,,,,,,,
Falaram q a entrega era de 6 a 8 dias e não entregaram no prazo combinado tive q retirar a mercadoria.,,Store,,,,,,,,
Tudo foi perfeito!! Parabéns.,,Store,,,,,,,,
O Hebert é um querido e super atencioso,,Store,,,,,,,,
sem pre bem atendida!,,Store,,,,,,,,
"Preço ótimo, entrega super rápida, dentre outras qualidades...",,Store,,,,,,,,
"Porque é super recomendável e confiável, além de possuir lindos adesivos!",,Store,,,,,,,,
"compra perfeita entrega mais rápida do que o combinado, gostei, infelismente o produto deixou a desejar.",,Store,,,,,,,,
excelente ecomercy muito pratico e simples de usar.,,Store,,,,,,,,
"Qualquer problema, eles resolvem da melhor maneira, pretendo continuar comprando com essa loja",,Store,,,,,,,,
Conheço a mais de 10 anos.,,Store,,,,,,,,
"entrega muito rapida,",,Store,,,,,,,,
Já comprei antes atendimento fantástico não desrespeita o cliente 10,,Store,,,,,,,,
Facilidade para concretizar compra.,,Store,,,,,,,,
"Entrega rápida,é confiável.Compro novamente.",,Store,,,,,,,,
Avaliei o ambiente de venda como bastante organizado a fácil de utilizar. Agora também posso afiançar a idoneidade e seriedade da empresa.,,Store,,,,,,,,
já conheço o grupo Martins há muito tempo. confiança total.,,Store,,,,,,,,
"Gosto muito Já comprei várias coisas ( escova,pranchas, calças, cintas churrasqueiras....etc todos os produtos de exelentes qualidade",,Store,,,,,,,,
"Rápida, eficiente e preço justo.",,Store,,,,,,,,
Ótimo site de compra o problema maior é o frete! Deveriam estipular um valor e deixar o frete grátis venderiam mais. Tem muita coisa que quero comprar mais o frete não deixa,,Store,,,,,,,,
Entrega perfeita e lindos produtos!,,Store,,,,,,,,
A q tinha o q eu procurava.,,Store,,,,,,,,
"Porque ela entregou o produto lá em casa, no conforto do meu palácio de 70 metros quadrados (sem vaga na garagem).",,Store,,,,,,,,
Excelente Preço e Entrega Muito Rapida Adorei.,,Store,,,,,,,,
Entrega antecipada...tudo correto s/problemas.,,Store,,,,,,,,
"ADORO COMPRAR NA POMPÉIA NUNCA TIVE NENHUM PROBLEMA COM MERCADORIAS VEM TUDO OK, E A ENTREGA É RÁPIDA. NOTA 1000",,Store,,,,,,,,
"Atendimento muito bom, entrega no prazo e produtos de muita qualidade.\nRecomendo a compra certa.",,Store,,,,,,,,
Tem suporte muito bom sabe como deixa criente satisfeito.,,Store,,,,,,,,
"pessimo atendimento, estou esperando a tratativa até hoje",,Store,,,,,,,,
"pq precisei fazer uma troca e tudo ocorreu bem, foram bem atenciosos.",,Store,,,,,,,,
"TOP em tudo: atendimento, qualidade, entrega rápida. Só comprarei na Megalivros!",,Store,,,,,,,,
Eu achei ótimo!!!,,Store,,,,,,,,
preço e entrega rapida,,Store,,,,,,,,
Entrega super rápida!,,Store,,,,,,,,
"entrega rápida e em perfeitas condiçoes, ótimo produto.",,Store,,,,,,,,
gostei muito de comprar online,,Store,,,,,,,,
"chega certinho, dentro do prazo",,Store,,,,,,,,
Atendeu com rapidez e conforme combinado,,Store,,,,,,,,
"GOSTO DE UMA LOJA QUE EU POSSA CONFIAR, E NÃO SOMENTE ISSO, MAS TAMBÉM RECOMENDAR A OUTRAS PESSOAS. PARABÉNS! CONTINUEM ASSIM!",,Store,,,,,,,,
"faz bastante tempo que compro na loja nunca tive nenhum problema, melhor loja da net",,Store,,,,,,,,
chegou super rapido! superou mto as expectativas,,Store,,,,,,,,
o frete é caro.,,Store,,,,,,,,
"Fácil de comprar, descrições dos produtos são bem próximas da realidade e os tamanhos são feitos para mulheres brasileiras! A entrega é sempre pontual. E com preço justo.",,Store,,,,,,,,
sempre me atendeu bem!,,Store,,,,,,,,
Entrega rápida. Gosto muito.,,Store,,,,,,,,
Excelente!,,Store,,,,,,,,
Já fiz outras compras com a Cpaps e correu tudo bem.,,Store,,,,,,,,
Loja muito responsável e entregou antes do prazo.,,Store,,,,,,,,
"Atendimento impecável, tanto na rapidez como na segurança!",,Store,,,,,,,,
"Bom atendimento, boa atenção conosco via e-mail. Entrega pontual e chegou intacto.",,Store,,,,,,,,
Gosto e entrga e rapida.,,Store,,,,,,,,
Entregue da data agendada.,,Store,,,,,,,,
"Um pouco de demora na entrega, mas respondiam os emails e sempre foram muito corretos.",,Store,,,,,,,,
fui bem atendido pelo site e cumpriu com o prazo da entrega!,,Store,,,,,,,,
"Atendimento perfeito, entrega rápida, preços muito bons.",,Store,,,,,,,,
"Muito bom, recebi o produto antes do prazo e recebi os e-mails com status.\n\nO que poderia melhoria em relação a entrega é apenas informar o dia/horário que a transportadora irá, para poder organizar uma pessoa p/ receber. Tive q deixar receber pelo meu vizinho e não pude verificar os aparelhos no recebimento.",,Store,,,,,,,,
"Muito boa,me entregaram antes do prazo,achei isso muito bom.",,Store,,,,,,,,
show de bola,,Store,,,,,,,,
A encomenda chegou certinho!,,Store,,,,,,,,
"A loja passa todas as informações do produto, fica mas trasparente e confiavel...",,Store,,,,,,,,
Rapidos e seguros,,Store,,,,,,,,
ela é muito rápida nas entregas.,,Store,,,,,,,,
"Excelente,prático e atendimento dentro dos prazos.",,Store,,,,,,,,
"Atendimento muito bom, rápido e confiável",,Store,,,,,,,,
gostei muito boa por tres notivos  umas dela a entregar que foi muito rapida,,Store,,,,,,,,
Melhor preço e atendimento ágil,,Store,,,,,,,,
"Ótima, entrega rápida.",,Store,,,,,,,,
"produtos exatamente como solicitados, bom acompanhamento  e entrega em tempo inferior",,Store,,,,,,,,
entrega muito rapida parabens,,Store,,,,,,,,
"Acreditava ser de confiança, confirmei minha expectativa na primeira compra.",,Store,,,,,,,,
Se confundiram um pouco com o prazo de entrega mas fizera de tudo para compensar e foram muito solícitos no atendimento via e-mail. Fiquei muito feliz!,,Store,,,,,,,,
"Os produtos são de extrema qualidade, além da rapidez e pontualidade da entrega, dando tranquilidade ao consumidor ao fazer compras na loja",,Store,,,,,,,,
A loja me atendeu muito bem quanto ao problema do frete.,,Store,,,,,,,,
Preco bom e site bom,,Store,,,,,,,,
Pelo zelo no atendimento e talvez uma cautela além de indispensável em verificar o verdadeiro adquirente do produto.,,Store,,,,,,,,
"Pq ela entrega tudo certinho, e tem as melhores fragrância!",,Store,,,,,,,,
"Comprei o produto para dar de presente de natal e fiquei frustrado quando, já em janeiro, a compra foi cancelada porque a transportadora não quis ir no local entregar o produto e a polishop ainda respalda esses irresponsáveis.",,Store,,,,,,,,
"Achei a entrega da época, muito rápica no prazo estimado",,Store,,,,,,,,
"entrega no prazo certinho, sempre nos mantendo informado do trajeto das mercadorias... muito bom",,Store,,,,,,,,
Gostei da experiência de compra pelo site. Precisei devolver o biquíni que não serviu e fui atendida prontamente. Porém o processo ainda não foi finalizado. Até o momento estou satisfeita com a compra.,,Store,,,,,,,,
Maravilhosa!\nEntrega no prazo e sem burocracias.\nSuper indico,,Store,,,,,,,,
entregaram um tapete de outro modelo de golf.,,Store,,,,,,,,
Muito atenciosa a vendedora,,Store,,,,,,,,
"ja tinha comprado outras vezes, nao tive nenhum problema, entrega rapida bem embalado, produtos otimos",,Store,,,,,,,,
"Não tive problemas, desde a compra até a entrega. Tudo ocorreu rapidamente, e a entrega foi efetuada muito antes do prazo estipulado.",,Store,,,,,,,,
A primeira experiência e aquisição - superou as expectativas.\nDesde a compra até à entrega - super rápida! Parabéns!,,Store,,,,,,,,
Gosto dos produtos,,Store,,,,,,,,
"A entrega aconteceu dentro do previsto, a navegação do site é agradável e gostei do desconto concedido para primeira compra.",,Store,,,,,,,,
entrega atendimento  rapidez,,Store,,,,,,,,
"Além dos produtos ótimos, o atendimento também é excelente. Recomendo muito.",,Store,,,,,,,,
Adoro comprar online.,,Store,,,,,,,,
Produto chegou na data certa!! Recomendo,,Store,,,,,,,,
"O atendimento foi excelente. Inclusive era enviado a posição do transporte do material adquirido (rastreio), toda vez que o mesmo mudava a sua posição.",,Store,,,,,,,,
"Chegou antes do previsto, muito bom atendimento, recomendo.",,Store,,,,,,,,
"É bem prático comprar pelo site, ainda mais se você já conheceu o produto pessoalmente, então é só comprar pelo site e receber no conforto de casa.",,Store,,,,,,,,
porque eu fui muito bem atendido,,Store,,,,,,,,
"A entrega dessa vez demorou um pouquinho! Chegou no ultimo dia do prazo, e normalmente chega antes! Mas sou muito bem atendida e os produtos são de qualidade!",,Store,,,,,,,,
Loja muito atensiosa facil negociacão cumpre com o prazo de entrega e nao tive nenhum contra tempo .parabens !,,Store,,,,,,,,
"Loja excelente, recomendada pelo meu Marido que já fez várias compras e disse que foi sempre bem atendido.",,Store,,,,,,,,
Eu achei ótimo.A Staples foi excelente.,,Store,,,,,,,,
"A compra chegou no tempo certo O atendimento, resposta e os e-mails informativos foram bem eficientes.\nObrigado",,Store,,,,,,,,
Loja de confiança e de entrega rápida recomendo à todos.,,Store,,,,,,,,
Entrega rápida. Produto bem embalado. Muito bom! Certamente compraremos mais.,,Store,,,,,,,,
Sempre fico satisfeita !!,,Store,,,,,,,,
Preço com desconto me convenceu comprar no compra certa,,Store,,,,,,,,
Veio rápido. Produto parece ser original. Bom preço.,,Store,,,,,,,,
Muito boa loja !,,Store,,,,,,,,
"Porque veio tudo certinho, produto excelente",,Store,,,,,,,,
Comprei porque tive boas informações e bons preços,,Store,,,,,,,,
"A entrega rápida. Mas a troca lenta. As lojas físicas não tem nenhuma informação da loja virtual, o que é ruim, porque isso poderia ter agilizado o processo.",,Store,,,,,,,,
fui muito bem atendido recomendo a todos,,Store,,,,,,,,
Rapidez e bom atendimento.,,Store,,,,,,,,
Foi tudo ótimo. Entrega do produto antes do esperado.,,Store,,,,,,,,
"negocio de empresa seria e assim cumpre o combinado , muito satisfeito",,Store,,,,,,,,
1) Conhecia os produtos; 2) Promoções; 3) Facilidade de compra; 4) rapidez na entrega.,,Store,,,,,,,,
Atendimento rápido e precisso.,,Store,,,,,,,,
Ótimo atendimento !!,,Store,,,,,,,,
Unica loja que vende o produto em questão.,,Store,,,,,,,,
"Entrega antes do prazo, brindes maravilhosos, amostrinhas sensacionais. Amo Comprar na Época!",,Store,,,,,,,,
"Por que a entrega foi feita certinho,os produtos tudo muito bem embalados.",,Store,,,,,,,,
muito bom eu recomendo quem quiser comprar.,,Store,,,,,,,,
"Achei ótimo, rápido e eficiente. Recomendo. Obrigada!",,Store,,,,,,,,
"DEIXOU A DESEJAR EM ALGUMAS COISAS, MAIS A MERCADORIA CHEGOU!",,Store,,,,,,,,
"Pessoal atencioso, tiram nossas dúvidas e a entraga é cumprida antes do prazo.",,Store,,,,,,,,
recomendo pode comprar que é muito bom,,Store,,,,,,,,
"otimo,site fácil e preciso.",,Store,,,,,,,,
"entrega super rápida, e confiável eu recomendaria a qualquer um comprar aqui na colombo, inclusive recomendei a meus amigos!!!",,Store,,,,,,,,
foi a primeira vez que comprei nela o atendimento foi excelente,,Store,,,,,,,,
"É sempre bom comprar na Endps, os jogos são baratos e são entregues rapido",,Store,,,,,,,,
loja on line muito pratico de utilizar,,Store,,,,,,,,
"Amei ,entrega rápida e os produtos ótimos! \nFiquei super satisfeita.",,Store,,,,,,,,
Prático e rapi,,Store,,,,,,,,
"Qualidade no produto e entrega rápida! Excelente, super indico!",,Store,,,,,,,,
Fantastica experiência !!!,,Store,,,,,,,,
Facil,,Store,,,,,,,,
"Rapida entrega, frete baixo",,Store,,,,,,,,
gostei muito!!! muitom atenciosos,,Store,,,,,,,,
Fácil de comprar e valor acessível.,,Store,,,,,,,,
eu achei muito pratico para realizar minha compra,,Store,,,,,,,,
rapidez na entrega,,Store,,,,,,,,
A LOJA CUMPRE O QUE PROMETE\nOS PRODUTOS CHEGAM NO PRAZO.\n,,Store,,,,,,,,
"Bons produtos, precos bons e confiavel",,Store,,,,,,,,
boa tarde muito tranquila a compra e chegou rapido e todo ok .,,Store,,,,,,,,
Já sou cliente antigo da Polishop e gosto dos seus produtos,,Store,,,,,,,,
por a praticidade de atendimento,,Store,,,,,,,,
"Tudo dentro do desejado. Facilidade de comprar, de pagar. Preço melhor do que os concorrentes. Muito satisfeito com a compra.",,Store,,,,,,,,
Produto entregue sem problemas ou complicações. Recomendo.,,Store,,,,,,,,
eles atendem muito bem estao de parabens gostei muito da loja muito bom...,,Store,,,,,,,,
preço bom e entrega certa,,Store,,,,,,,,
"Meu marido já usa essa marca por muitos anos e adora pela qualidade e conforto dos calçados. Agora não tem mais loja física, então compramos pelo site, que a meu ver precisa melhorar. Tive dificuldades em efetuar a compra, no entando a empresa entrou em contato e, com muita presteza me ajudou a efetuar minhas compras.",,Store,,,,,,,,
Eficiente desde o inicio do processo de compra ate a entrega,,Store,,,,,,,,
divulgado na net,,Store,,,,,,,,
"Preço competitivo, entrega rápida, produto bem embalado",,Store,,,,,,,,
"atendeu ao prazo dado, e os produtos conforme enunciado",,Store,,,,,,,,
O leque de produtos e os preços merecem-me esta nota.,,Store,,,,,,,,
entrega rápido! E as mercadorias são ótimas,,Store,,,,,,,,
Fácil de comprar e seguro.  Entrega garantida e me mantém informado passo a passo.,,Store,,,,,,,,
VARIEDADE DE PRODUTOS E PRACIDADE,,Store,,,,,,,,
Entrega tudo ok.,,Store,,,,,,,,
"Eu achei o efeito não muito bom, nas primeiras 3h me senti muito mal parecia que estava drogada fora de mim. E só tomei um comprimido pela manhã. Cada um tem uma reação a minha não foi uma das melhores. Vou tOmar a metade de um comprimido pra ver como fico.",,Store,,,,,,,,
Pelo excelente desconto em um produto de qualidade!,,Store,,,,,,,,
Muito positivo. Agilidade e prazo de entrega dentro da espectativa.,,Store,,,,,,,,
Excelente. Entrega dentro do prazo.,,Store,,,,,,,,
Qualidade e preço bom,,Store,,,,,,,,
"Eu achei que a frio peças e uma loja muito seria, recomendo a todos",,Store,,,,,,,,
facil de comprar e é confiavel,,Store,,,,,,,,
"Envio antecipado e valor bem baixo em outras lojas comparando o mesmo produto, além do tempo de resposta ser mto curto, oque é mt bom .",,Store,,,,,,,,
Gostei muito o produto chegou antes do previsto,,Store,,,,,,,,
COMPREI UMA TRAVA ANTERIORMENTE QUE NÃO VEIO COMPLETA OCASIONANDO FALHAS NO FECHAMENTO. ESTA VEIO PERFEITA. SE A OUTRA TIVESSE VINDO IGUAL A ESTA NÃO PRECISARIA GASTAR OUTRA COMPRA.,,Store,,,,,,,,
eu sou cliente fiel a honey be... produtos de qualidade e conforto...,,Store,,,,,,,,
Atendimento rápido e entrega antes do prazo,,Store,,,,,,,,
"Apesar de ter efetuado a compra numa época do ano conturbada para compras online, devido as festividades e feriados de fim de ano, ocorreu tudo muito bem.\nVoltarei a efetuar novas compras na loja, com toda certeza.",,Store,,,,,,,,
"Bons preços, todas as opções no alcance do click, e entrega super rápida. Excelente!",,Store,,,,,,,,
"otimo produto, ja fis o pedido de outra",,Store,,,,,,,,
rapida entrega...gostei do produto,,Store,,,,,,,,
"Achei linda, obrigada.",Product,,,,,,,,,
"Atendimento nota 10, todos atenciosos e ótimos produtos!",,Store,,,,,,,,
cumpriu o que prometeu.,,Store,,,,,,,,
Empresa maravilhosa!!!!!! Adorei a rapidez e delicadeza com os produtos! VocÊs estão de parabéns!,,Store,,,,,,,,
Desde as opções até a finalização da compra a loja se posicionou-se sempre solicita.,,Store,,,,,,,,
