Texto,Label Sobre Prduto,Label Sobre Loja,Polaridade do review,,
Otimo. Deixa seus cabelos com brilho e sedosos. Aprovado....,Product,,Good,,
"Linda vale a pena, gostei!!!",Product,,Good,,
"Produto bom, atendeu ao objetivo.",Product,,Good,,
Linda! Valeu a pena mas uso com uma segunda pele por baixo...,Product,,Good,,
fa da seirie,Product,,Good,,
"Ótima qualidade e muito bonito
",Product,,Good,,
"excelente , muito  satisfeito com o produto",Product,,Good,,
Produto muito bom.  Acabamento perfeito. ,Product,,Good,,
bom,Product,,Good,,
"Desculpa, acabei avaliando este no espaço do masculino, o masculino recebi de amostra e não  o usei. Só uso feminino.",,,Neutral,,
muito bom o produto... atendeu perfeitamente minhas expectativas...,Product,,Good,,
"O Produto é como informado, possui bom material, bonito e bem trabalhado nas cores e maciez.",Product,,Good,,
"Pratica, rapida, deixa o cabelo com brilho",Product,,Good,,
"Achei o tamanho do tecido muito pequeno para o valor cobrado, pois cada pedacinho sai a 15,00 reais com frete.
Mas o material é muito bom.",Product,,Good,,
"Esta de acordo com o anunciado, veio bem embalado. Tudo ok
",Product,Store,Good,,
"Gostei da cor, e Revlon tem qualidade incontestável  ",Product,,Good,,
"Confortável, versátil e bonito",Product,,Good,,
muito bom recomendo,Product,,Good,,
"Gostei muito, o shampoo limpa muito bem o cabelo e a máscara é muito boa.",Product,,Good,,
"cumpre o prometido, bom alcançe ,mais é muito caro",Product,,Good,,
Produto muito lindo ficou perfeito no braço. Adorei. Entrega rapida. ,Product,Store,Good,,
Receber no praso mercadoria de qualidade sem defeitos. ,Product,Store,Good,,
Muito cheiroso e de ótima durabilidade.,Product,,Good,,
Efeitos versáteis e de boa qualidade. Só o acionamento poderia ser mais pratico.,Product,,Good,,
" Eu adorei!!! clareia super rápido, e o cheiro é super gostoso, indico...",Product,,Good,,
excelente.... super recomendo  ,Product,,Good,,
"A entrega foi ótima, gostei muito, espero que a forma de pagamento tb. Agradeço.",Product,Store,Good,,
produto bom e chegou rapido,Product,Store,Good,,
É exatamente o que está na foto. Só faltou o bojo.,Product,,Good,,
Exatamente o que está descrito no site,,Store,Good,,
Linda! Excelente produto. ,Product,,Good,,
Muito bonita mas a qualidade do material poderia ser melhor.,Product,,Good,,
Na descriçao dus que e prezença. Mas na verdade tem que comprar o controle pra ser presenca,,,Neutral,,
"Porque é um ótimo produto, a cor é linda e dura muito nos lábios, mesmo depois de comer e beber, não resseca os lábios e manter hidratados.",Product,,Good,,
atingiu as finalidades de uma balança,Product,,Good,,
Excelente aquisição,Product,,Good,,
"Paguei 180 no final. Excelente custo benefício, muito bom ",Product,,Good,,
foi rapido +e preciso eureoomendo beleza,Product,Store,Good,,
Não achei muito bom. Nada demais,Product,,Bad,,
Porque é o produto que eu desejava há tempos.,Product,,Good,,
chegou rapido e em perfeito estado.,,Store,Good,,
Bela cinta,Product,,Good,,
"Sou suspeito pra falar das manteigas hidratantes, pois gosto muito pois hidratam muito e tem uma firmeza que gosto pra hidratantes, só não conhecia essa fragrância...mas me surpreendi e gostei muito...é um doce agradável...recomendo",Product,,Good,,
Instalado no mesmo dia da entrega. Gostei. Recomendo.,Product,,Good,,
Gostarua que fosse essa cor que mostra na propaganda. Quanto ao acabamento é simplesmente perfeito gostei muito.,Product,,Good,,
Achei que este produto promete um bom resultado apesar de estar usando há pouco tempo.  ,Product,,Good,,
O produto é muito prefeito. Amei,Product,,Good,,
"Produto de ótima qualidade,super aprovado,entrega rápida! Parabéns!",Product,Store,Good,,
"O produto ótimo, a demora lamentável..",Product,Store,Bad,,
"idem, igual ao item anterior",,,Neutral,,
"Ficou ótima, linda! Gostei muito, entrega super rápida! ",Product,Store,Good,,
"Conforto e beleza! Esta peça traz em si, algo que sugere confiança e segurança... Faz jus ao nome GRACIOSA, profundos cortes e detalhes, bem discretos, que a torna elegante por natureza.",Product,,Good,,
Porque são produtos ótimos,Product,,Good,,
Um bom produto,Product,,Good,,
"Realmente, a qualidade é muito boa. excelente eu diria. O acabamento é de primeira, designer bonito.",Product,,Good,,
O controle interno é diferente do apresentado na imagem mas o produto é de boa qualidade.,Product,,Good,,
"Otimo produto, bom preço, entrega rapida",Product,Store,Good,,
Produto excelente. Entrega muito rápida. Estou muito satisfeita com a compra.,Product,Store,Good,,
"O desenho não ficou bem para meu tipo de corpo (baixinha, pera). Além disso, o cinto não veio com o produto.",Product,Store,Bad,,
"Extremamente bonita, no corpo fica perfeita. É o que se pode chamar de ""Top"" sem medo de errar.
",Product,,Good,,
Bem satisfeito com o produto e a entrega e com o atendentes.parabéns,Product,Store,Good,,
A qualidade da malha é muito boa,Product,,Good,,
"Gostei, agora so falta testar a durabilidade",Product,,Good,,
Amei gostei e recomendo,Product,,Good,,
Sem comentários.,,,Neutral,,
"Classico, resistente, timbres fantasticos, capaz de reproduzir o melhor de qualquer pedal boss. Recomendo.",Product,,Good,,
Veste muio bem.,Product,,Good,,
Comecei a usar agora vamos ver se dá resultado ,Product,,Good,,
"Muito bom, acima das expectativas",Product,,Good,,
A minha esposa ja faz uso deste produto a tempos.,Product,,Good,,
"Otima qualidade.
Matterial bom.",Product,,Good,,
"Produto de excelente qualidade, realmente conserva a agua por bastnte tempo gelada.",Product,,Good,,
"Produto otimo, entregue em perfeitas condições!  Serviu certinho como anuciado. Recomendo! ",Product,Store,Good,,
"gostei muito da morte súbita. Porém, deve-se ter cuidado pra não  ficar pesado. Respeitar a forma de uso descrito no pote ",Product,,Good,,
bom.,Product,,Good,,
"Qualidade, beleza e conforto!",Product,,Good,,
"Muito bom esse capacete,fiquei satisfeito e recomendo.",Product,,Good,,
Ótimo ,Product,,Good,,
"Ainda não usei, mas chegou em tempo adequado e em boas condições. Usarei no próximo ciclo menstrual.",,Store,Good,,
O mais importante é que chegou!!! Mas o produto é muito bom e bonito.,Product,Store,Good,,
"Amassa muito!  E o caimento da parte superior fica ruim ao longo do dia.
Comprei para usar no trabalho, mas pelas questões descritas acima, me arrependi.
Com algumas horas de uso, já estava mal  vestida.",Product,,Bad,,
"a peça foi produzida sob medida, com as dimensões que informei, e apresenta uma qualidade de acabamento muito boa.",Product,,Good,,
"O produto chegou danificado, uma lanterna veio quebrada tive dificudades no contato com a empresa deixei de lada",Product,Store,Bad,,
"ótimo produto, confortavel e bonito",Product,,Good,,
Achei muito bonita e o material também de boa qualidade.,Product,,Good,,
Excelente qualidade dos produtos. Atenderam completamente asminhas expectativas.,Product,,Good,,
"produto excelente, a entrega foi uma decepção demorou do dobro do combinado",Product,,Good,,
Produto de excelente qualidade e design moderno que agrega requinte e elegância a todos os looks.,Product,,Good,,
"ese produto é muito bom ,da brilho e vida ao cabelo se fortalece num sei ,mas é otimo",Product,,Good,,
"Camisa muito boa, vestiu super bem",Product,,Good,,
muito boa a malha.,Product,,Good,,
A fragrância é muito fraca. Você passa e não sente.,Product,,Good,,
produto todo certinho que tinham varios detalhes no conjunto ,Product,,Good,,
Péssimo! Não vem com rele e tive que refazer todo o chicote além de colocar mais fio!,Product,,Bad,,
Pois e um produto muito comentado pela qualidade,Product,,Good,,
"Tudo perfeito, no prazo e em perfeitas condiçoes.",Product,Store,Good,,
Material ótimo! Tamanho menor que o esperado,Product,,Good,,
bom,Product,,Good,,
"O produto é igual ao divulgado, a pintura é delicada e chegou em perfeito estado, muito bem embalado.",Product,Store,Good,,
"Muito bom, funciona como indicado pelo fornecedor. Valeu a pena adquiri-lo, de fácil instalação. Muito útil para mim. Valeu  ",Product,Store,Good,,
De boa qualidade e chegou super rápido. Ótimo site. ,Product,Store,Good,,
"Ótimo produto adorei, estão de parabéns Mulher Rainha",Product,Store,Good,,
"Vi, gostei e comprei! Amei o calçado!!!",Product,,Good,,
"Bonito, de boa qualidade. Mas a cor real distinguiu da foto. ",Product,,Good,,
camisa de boa qualidade comprei o numero 5 ficou grande tenho 1.68m e 85K,Product,,Good,,
"A aplicação foi mais difícil do que mostrava no vídeo, tem que raspar bastante e também as letras não grudaram na parede com tanta facilidade, ficavam grudadas no plástico. Vale a pena mencionar que a parede estava pintada com tinta fosca o que facilita, ou deveria, a aplicação de adesivos, e estava limpa. Outro ponto que não saiu conforme mostra no vídeo de aplicação (tutorial) é que devido ao peso do adesivo foi necessário retirar todo o papel de uma só vez e não aos poucos, como recomendado. Mas a qualidade do material é muito boa e eu compraria novamente.",Product,,Good,,
"Baixo consumo de energia, praticidade, design. ",Product,,Good,,
Muito descreto!,Product,,Good,,
"Batom de muita qualidade, entrega rápida e bem embalada! Adorei a cor! Adorei a Loja!",Product,Store,Good,,
"Eu naõ recebi as sandálias e fiz a compre há mais de 15 dias e já paguei e
voces querem que eu avalie na nota máxima???!!!!!
Estou indignada e não sei a quem recorrer porque todos os emais que respondo de voceS diz endereço não encontrado!!!!!!",Product,,Dangerous,,
"pro meu gosto, ótimo. Mas as crianças não gostaram deste tipo de bala",Product,,Good,,
IGUAL E DURAVEL COMO O ORIGINAL,Product,,Good,,
Bom produto: cor e fixação inigualáveis.,Product,,Good,,
Muito bom! Ajuda a ter um sono mais profundo ao menos nas primeiras horas. Não apresentou quaisquer efeitos colaterais. ,Product,,Good,,
Sem comentários sobre o produto,Product,,Neutral,,
Muito bom! Goste!,Product,,Good,,
Em conjunto com a máscara hidrante promove efeito hidratante intenso,Product,Store,Good,,
produtos de boa qualidade e entrega rapida.,Product,Store,Good,,
Mascara muito bem feita e detalhada. Recomendo!,Product,,Good,,
Ainda não chegou a mercadoria!,,Store,Bad,,
mto bom recebi no prazo,,Store,Good,,
"Cabado demais na axila e pedi o M e ficou pequeno, mamdei para troca",Product,Store,Neutral,,
Estou usando há apenas dez dias. Ainda é cedo para avaliar.,,,Good,,
Amei!,Product,,Good,,
"ótima qualidade, amo muito!!!",Product,,Good,,
"EU AINDA NÃO RECEBI O PRODUTO!!!!
 
VOCÊS ESTÃO DE BRINCADEIRA!!!! 

JÁ SEI É UMA PEGADINHA!!!

HAHAHAHA!!!!!!",,,,,
Livro muito bom! Recomendo!,Product,,Good,,
Nada demais. São calças legging em estampa de jean. Não reduziu medidas e além disso me deixou com uma proporção enorme! Coxas enormes ! Eu uso 36 é uma mulher na loja olhou e achou que eu usava 42! Se você tem o objetivo de ficar com pernonas e bundona será bom!,Product,,Good,,
Material ótima qualidade. Vestiu super bem!,Product,,Good,,
são calçados de ótima qualidade e são muito elegantes,Product,,Good,,
O preço é metade de seu equivalente.,Product,,Good,,
"Sim, atendeu minhas necessidades",Product,,Good,,
adorei!,Product,,Good,,
porque ele é ótimo !!!!!!!!!!!!!,Product,,Good,,
"Ótimo perfume, é sucesso na faculdade. É um perfume que parece o Chanel Egoiste Plantinum, Acho bem melhor que o Chanel, ele lembra cheiro melancia, é um perfume para clima até 26 graus, acima disso ele sufocá.",Product,,Good,,
Preço bom comparado a outros sites.,,Store,Good,,
Excelente custo-benefício. Bermuda muito bonita.,Product,,Good,,
"Só experimentando pra acreditar. Excelente. Um dos melhores custo-benefício do mercado. Tenho cabelo superseco e esse creme hidrata sem deixar o couro cabeludo oleoso (caspa).
Embalagem adequada. Na verdade merecia 4,5. Use junto o creme sem enxague.",Product,,Good,,
Ótimo. Sempre uso.,Product,,Good,,
"Na minha pele a fixação não foi das melhores, além disso tenho perfumes melhores mas a embalagem é uma obra de arte.",Product,Store,Good,,
"Top demais, recomendo",Product,,Good,,
Relação Custo-benefício excelente!,Product,,Good,,
otimo,Product,,Good,,
"Sensacional!!! O produto chegou dentro do prazo, em perfeitas condições e o funcionamento ok. Parabéns para a loja!!!
Muito satisfeita, eu recomendo.",Product,Store,Good,,
"produto resistente, com excelente qualidade e ergonomia.",Product,,Good,,
"Bom produto, mas nao gostei do cheiro.",Product,,Good,,
"Achei o perfume muito bom, tanto a fragrância quanto o tempo de permanência. Ótimo custo e benefício. Recomendo.",Product,,Good,,
"Otima qualidade vem protegido, sem um dano ao consumidor. ",Product,,Good,,
Bom também ainda nao usei pra v a fixacao,Product,,Good,,
Porque eu comprei o precisava com facilidade e rapidez.,Product,,Good,,
Canelo fica pouco oleoso,Product,,Good,,
EU ACHEI ATÉ HOJE NÃO RECEBI A TROCA,Product,,Bad,,
"Já utilizo está selagem faz tempo, não danifica o cabelo, é excelente!!! Recomendo!!! Obs: nas pontas não pranche muito para não ficar artificial.",Product,,Good,,
Veio sem funcionar e até agora não recebi outro pela troca,Product,Store,Dangerous,,
produto está conforme o ofertado,Product,,Good,,
"Produto ótimo,porem na foto no site oficial tive a impressão que a pulseira era mais escura não a cor clara que veio para mim !!!!",Product,,Good,,
O produto foi entregue com agilidade e sem surpresas.,,Store,Good,,
"Muito bom,mas esta sendo difícil encontra-lo.",,,Neutral,,
"Muito confortável, me atendeu muito para SUP.",Product,,Good,,
Coloquei a bateria e a mesma não carrega.....,Product,,Bad,,
"a blusa é linda , só achei um pouco apertada na cintura, terei que abrir um pouco o zíper",Product,,Good,,
"Maravilhoso! Produto muito bem embalado, chegou dentro do prazo! O jogo de Fondue é lindo!!! ",Product,Store,Good,,
Produto de ótima qualidade .,Product,,Good,,
"Gostei bastante, pelo preço vale o custo beneficio.",Product,,Good,,
Produto muito lindo e impecável. Eu que coleciono curti muito! ,Product,,Good,,
"Pra começar veio quebrado,com rebarbas e arranhado.Ja mandei fotos e um questionário de troca que mandaram responder, mas até agora nada.Sobre como comprar,pagar e o envio, tudo perfeito. ",Product,Store,Bad,,
Linda e estilosa! Exatamente como no site,Product,,Good,,
Produto de excelente qualidade,Product,,Good,,
"otimoo
",Product,,Good,,
"Gosto muito da marca, pq sinto garantia de qualidade.",Product,,Good,,
"Produto de ótima qualidade
Entregaram antes da data prometida.",Product,Store,Good,,
"Porque gostei do material e acabamento. 


",Product,,Good,,
Sem igual no mercado!!! Concorrência 0,Product,,Good,,
Um excelente produto...,Product,,Good,,
Ótimo,Product,,Good,,
"Definitivamente, azul anjo! Lindo demais esse tecido...não vejo a hora de ver o meu vestido pronto! Mais um sonho sendo realizado por intermédio da Maximus!",Product,Store,Excellent,,
"Comprei no escuro e adorei, muito bom, não tem aquele cheiro forte e enjoativo, perfeito para usar de dia. A época também foi muito bem, precisei alterar meu endereço de entrega e eles foram muito prestativos. Perfeito tanto o produto como a empresa.",Product,Store,Excellent,,
Lindíssimo!,Product,,Good,,
"Essa linha é ótima, facilita a escovação e a fixação da prancha.",Product,,Good,,
"Eu fiquei pasmo quando esse gorro modelo aviador chegou pra mim :)
Esse item é simplesmente lindíssimo.

Ele é PERFEITO.",Product,,Good,,
muito bom e rápido,Product,Store,Good,,
"Recebi o produto, e estou satisfeito. Qualidade da impressão é boa.",Product,,Good,,
eu gostei foi entregue  tudo certo antes  da  data,Product,Store,Good,,
Achei muito prática. É o que o fabricante promete. A de cristais maiores não fica presa entre as unhas na pata.,Product,,Good,,
"Produto bom, utilização precisa de um certo tempo para adaptacao.",Product,,Good,,
"Ótimo produto,  porém a entrega poderia ser de graça. ",Product,Store,Good,,
"amei, otima panela",Product,,Good,,
O produto veio com defeito. Terei que trocar. ,Product,,Bad,,
bom produto e chegou rápido,Product,Store,Good,,
"Capacete de alta qualidade, o que já se espera dessa marca :)",Product,,Good,,
"bom, mas poderia ser mais resistente",Product,,Good,,
Produto de primeira qualidade. Mantém a ergonomia do aparelho sem deixá-lo maior. Não oferece uma proteção 100% contra tombos ou quedas. E a intenção da case não é exatamente essa. No entanto isso não diminui a qualidade e nem o valor. Encaixe perfeito. Material soft touch. Produto original e com selo de autenticidade. Estou muitíssimo satisfeito.,Product,,Excellent,,
A G ficou larga e a malha estica até demais não achei boa,Product,,Bad,,
"GOSTEI MUITO DO PRODUTO, ASSIM COMO OS OUTROS QUE PEDI, GOSTO MUITO DA SHOESTOCK PELA QUALIDADE  E CONFORTO DE SEUS CALÇADOS.",Product,Store,Good,,
"Tenho gostado muito dos resultados que tenho tido com o uso desse produto, além de me dar mais days after do que estava acostumada.",Product,,Good,,
"Ótima qualidade,perfeito acabamento e idêntico ao original! !!",Product,,Good,,
"Essa regata e igualzinha a da fotografia,  o tecido è bom, eu tenho muito busto e achei que a n. 46 ia ficar apertada e acabei comprando a n. 48 e ficou um pouco larga, vou ter que ajustar um pouco na cintura, mas è linda!!",Product,,Good,,
adorei muito gostoso,Product,,Good,,
"adorei o produto, otima qualidade",Product,,Good,,
"Já comprei varias vezes este mesmo produto e sempre ele esteve muito bem, porem na ultima compra, em impressões com logotipos, a tinta não fixa nos mesmos, saindo do papel com um leve toque dos dedos.",Product,Store,Good,,
pratico e bonito,Product,,Good,,
Produto de ótima qualidade,Product,,Good,,
Prático,Product,,Good,,
Muito ruim!,Product,,Bad,,
Produto de excelente qualidade e entrega no prazo.,Product,Store,Good,,
"Ja comprei varios pois realmente sao otimos, atendimento excelente",Product,Store,Good,,
Maravilhoso!!!,Product,,Good,,
"Amei!!! Linda!!
Qualidade & rapidez
Obri",,Store,,,
"GOSTEI DA BOLSA QUE CHEGOU DENTRO DO PRAZO DE ENTREGA.
",Product,Store,Good,,
Gostei muito do produto foientregue no prazo a empresa está de parabéns,Product,Store,Good,,
otima,Product,,Good,,
"Muito bom, marcante",Product,,Good,,
"Excelente produto. Chegou no prazo, loja confiável",Product,Store,Good,,
"Muito bom o produto, mais que o esperado e chegou certinho e no prazo",Product,Store,Good,,
O produto é ótimo! Corresponde ao que descreve.,Product,,Good,,
Qualidade ótima!! Amei :D,Product,,Good,,
"Não é aquilo tudo, mas dá uma disfarçada na oleosidade. rs",Product,,Bad,,
Produto q atende o q promete,Product,,Good,,
"adorei o produto, em breve comprarei mais.",Product,,Good,,
"A hora de dormir pra minha filha e bem divertida, ela adora ler essa estampa.



",Product,,Good,,
AINDA NAO RECEBI - PEDIDO DO DIA 06.092016,,Store,Bad,,
"Roupa leve e confortável, porém pouco expressiva.",Product,,Good,,
Muito bom. O lingua de gato não é muito util pra mim. ,Product,,Good,,
Essa cola é ótima.,Product,,Good,,
"otimo , maravilhoso. estou satisfeito com o produto",Product,,Good,,
Produto de primeira com preço ótimo... E prazo de entrega no dia!!,Product,Store,Good,,
"bom, a estampa  bem agradavel, so nao sabia que era Ana MAria Braga, senao nao teria comprado. obrigado ",Product,,Good,,
Excelente! Muito confortável!,Product,,Good,,
"Amo esse cheirinho, uso após o banho antes de dormir. Fixação fraca, mas vale o custo -benefício.",Product,,Good,,
"eu amei mas o tamanho ficou pequeno, estou tentando a trocs.",Product,,Good,,
Eu achei excelente e super prático!!!,Product,,Good,,
"Produto bom, boa qualidade em relação custo x benefício.  ",Product,,Good,,
Excelente ,Product,,Good,,
"blusa maravilhosa, ótimo tecido e modelagem larguinha na barriga, porém mais justa no busto.",Product,,Good,,
"Chegou rápido, bem embalada, organizada e é fácil de montar. 
Achei muito confortável comparando à outras cadeiras parecidas,
É bonita, silenciosa e pela forma como se dispõem as costuras, parece que vai durar mais que as outras que já tive.
Fora isso, pelo preço, foi o melhor custo-benefício que já encontrei!
Obrigado, Staples!",Product,Store,Excellent,,
Produto de excelente qualidade e entrega muito rápida. Recomendo. ,Product,Store,Good,,
"Ótimo cheirinho, dura bastante se as varetas forem sendo viradas a cada dois dias....recomendo! Gostei!",Product,,Good,,
Na verdade pensei que a parte metálica não era junto com a imagem. Pensei que desse para pegar como se fosse uma parte fixada. Mas a caneca é bonita.,Product,,Good,,
Bonito e ótimo desafina e de boa qualidade,Product,,Good,,
"Cheiro muito agradável.
Valeu a pena a compra.",Product,,Good,,
"Ainda não testei porque estou usando um shampoo indicado por minha dermatologista, mas creio que dev ser muito bom! ",Product,,Good,,
"Porque funciona mesmo, e aos poucos muda de cor e os desenhos se formam. Meu filho ficou muito feliz.",Product,,Good,,
Chegou tudo conforme o que foi solicitado. Produto funciona conforme previsto.,Product,,Good,,
Ótimo produto..excelente qualidade e bom preço,Product,,Good,,
"
Otima",Product,,Good,,
Ótima fragrância. Deixa a pele com uma textura agradável... ,Product,,Good,,
"Produto de ótima qualidade, muito útil.",Product,,Good,,
Lindo e tecido ótimo! Mas aviso logo q é bem curtinho. Pra quem gosta é ideal.,Product,,Good,,
Produto de ótima qualidade.,Product,,Good,,
porque ela e uma loja seria que respeita o cliente,,Store,Good,,
Gostei muito do vestido porque é de boa qualidade,Product,,Good,,
"Um farol veio trincado e solto da borracha, se estivesse intacto seria exelente.",Product,Store,Bad,,
Traços precisos e bem pretos!!,Product,,Good,,
Excelente ,Product,,Good,,
Gostei muito. Obrigada pelo ótimo atendimento. ,Product,Store,Good,,
Produto de excelente qualidade como todos os produtos da linha Tigre.,Product,,Good,,
Adorei,Product,,Good,,
"Rápida a entrega, produto conforme a solicitação ",Product,Store,Good,,
Amei deixa o cabelo maravilhoso super recomendo hidratação e brilho,Product,,Good,,
Não supero minhas espectativas!!!,Product,,Good,,
"Achei a bota muito confortável. 
Ela também é muito bonita. ",Product,,Good,,
Produto de acordo com o anunciado!,Product,,Good,,
"muito ecelente gostei       


",Product,,Good,,
"Só uso esse Kajal, não troco  por outro.",Product,,Good,,
Entrega rápida ,,Store,Good,,
Fragância adorável,Product,,Good,,
"Produto excelente, cumpre o que promete! Adorei, recomendo!!!",Product,,Good,,
Rápido e pratico,,Store,Good,,
"De ótima qualidade, mas com uma pequena observação:  nesse modelo a caixa do relógio na foto que parecia ser plana não é. Então isso me frustrou um pouco. E outra coisa é que parcelei em  2 vzs  e na nota veio como parcela única. No mais, foi tudo impecável.",Product,Store,Good,,
"A resolução da imagem é péssima...!
",Product,,Bad,,
"foi um presente de casamento, até agora não foi usado ainda, vamos aguardar",,,Neutral,,
"O mesmo problema com a outra camisa que comprei!!!! A ilustração ficou muito próximo ao pescoço!! Não gostei! Poderia estar mais embaixo. Até porque tinha  bastante espaço!! Não gostei! Se soubesse não teria comprado!Uma pena!!
Porque a qualidade da camiseta e a ilustração são ótimas!!",Product,,Dangerous,,
entrega rapida e produto de acordo com a compra ,,Store,Good,,
Prático!,Product,,Good,,
me serviu bem este produto,Product,,Good,,
Bom custo beneficio,Product,,Good,,
BOMMMMMMMMMMMM DEMAIS,Product,,Good,,
"Horrivel, minha porta ficou um barulhao pois a maquina é muito mal feita! nao recomendo a ninguem comprar esta maquina, eu reclamei e nao fui atendido, coloquei original no lugar.",Product,Store,Dangerous,,
"ótimo produto, cumpre o que diz, recomendo!!!",Product,,Good,,
"Excelente e de qualidade o produto, atendeu perfeitamente a minha necessidade!!",Product,,Good,,
"Minha esposa amou esse batom... E está fazendo o maior sucesso entre as amigas dela que também compraram. Segundo ela esse é o melhor batom líquido que ela já experimentou, ele não sai da boca.",Product,,Good,,
excelente excelente excelente excelente excelente,Product,,Good,,
"Vestido Maravilhoso. Caimento perfeito.!!!
",Product,,Good,,
ótima,Product,,Good,,
"Achei o macação curto lindo.  Tecido não amassa, estampa alegre  e super confortavel, alem de ser bem fresco para para os dias mais quentes",Product,,Good,,
"Achei o produto de boa qualidade, diferente de presilhas q compei anteriormente, estas parecem mais duradouras",Product,,Good,,
"Adorei o produto, material excelente, nota 1000",Product,,Good,,
Ok,Product,,Good,,
"A placa é de ótima qualidade,  foi instalada e está funcionando perfeitamente",Product,,Good,,
Excelente!!!,Product,,Good,,
o produto chegou rapido e como esperado,Product,Store,Good,,
otima,Product,,Good,,
maravilhoso o tecido ,Product,,Good,,
"A primeira compra, as caixas vieram fora de esquadro, tendo que ser lixadas para que os encaixes internos coubessem na caixa.
Na segunda compra veio melhor, porém nas pontas das aneleiras, vem muito ásperas, ao acertar com a lixa a mesma perde tamanho e perde o encaixe, ou seja, ficou menos e caindo na caixa.
Precisa melhorar o acabamento deste produto.",Product,,Bad,,
"Achei o tecido bastante confortável. Visto 36, o tamanho M ficou bom pra mim, porque não ficou transparente, mas achei a cintura um pouco larga, o elástico poderia ser mais firme. 
Obs.: Para a minhas irmã que veste 38, a calça já ficou transparente.",Product,,Good,,
Não recebi o produto.,,,Neutral,,
Na minha opinião as almofadas dos autofalantes são um pouco pequenas e depois de algumas horas com o fone acabam incomodando.,Product,,Bad,,
"Estava há muito tempo procurando este Dvd e achei na Vídeo Pérola por um preço muito bom em comparação aos outros sites.
Amo essa série.",Product,Store,Good,,
Linda,Product,,Good,,
linda blusa. tecido muito bom. abertura nas costas. super charmosa,Product,,Good,,
Muito bom esse produto ,Product,,Good,,
"EU ACHEI ÓTIMO, RECOMENDO.",Product,,Good,,
lindaaa,Product,,Good,,
"Achei um espumante fácil de beber, agradável na boca e mesmo sendo brut, com um doce sutil...que não amarra a boca. Excelente!!!",Product,,Good,,
"Ótimo produto, excelente! Recomendo!",Product,,Good,,
"Ótimo,perfume agradável envolvente e maravilhoso.",Product,,Good,,
otimo,Product,,Good,,
Preco bem em conta e otimo produto ,Product,,Good,,
"otimo estado, chegou no prazo. muito bom!",Product,Store,Good,,
excelente prpduto nao tive nenhum problema! vou até comprar mais futuramente para outro carro!,Product,,Good,,
"encaixe perfeito,td certinho",Product,,Good,,
Achei o produto muito simples e de material que não me passa confiança. Não entendo o porque dele ser tão caro. Recomendo ver o óculos na loja física antes de comprar.,Product,Store,Bad,,
"A mim me pareceu uma peça de muito bom gosto, discreta,equilibrada
e funcionsal",Product,,Good,,
"Linda, adorei os detalhes dos botoes. Tecido super agradável. ",Product,,Good,,
Ótimo.,Product,,Good,,
pelomtempo de proteção,Product,,Good,,
Era o que eu esperava. Amei,Product,,Good,,
mto bom quero fazer mas compras. abraço,Product,,Good,,
Muito ruim esquenta demais ,Product,,Dangerous,,
Super refrescante e ótimo vapor,Product,,Good,,
"Ótima sonoridade,  bom atendimento da loja. ",Product,Store,Good,,
Produto nota 10,Product,,Good,,
Otimo,Product,,Good,,
"Porque e eficiente, foi uma boa escolha pois uso muito, e bem potente.",Product,,Good,,
muito bem feito.,Product,,Good,,
Muito bom,Product,,Good,,
"Tamanho perfeito, ótima qualidade. Minha filha amou!!! Recomendo e comprarei outras vezes",Product,,Good,,
O perfume que minha mãe não fica sem.,Product,,Good,,
Amooooooo esse perfume. Fragrancia suave e delicada com ótima fixação.,Product,,Good,,
"Delicioso. Meus produtos favoritos
",Product,,Good,,
"adorei a minha pulseira é linda, recomendo as minhas amigas, podem confiar.",Product,,Good,,
o melhor ainda bem que voltouu <3,Product,,Good,,
o produto e sensacional muito bom,Product,,Good,,
"Olha eu sinceramente nao gostei nem um pouco,a coqueteleira eletrica nao
tem velocidade para dissolver o suplemento...ME ARREPENDO DE TER
COMPRADO!!!FIQUEI DECEPCIONADA, POIS É UM SITE ONDE EU GOSTARIA DE COMPRAR
MUITO PRODUTOS...

Em 2 de novembro de 2015 10:29,  escreveu:",Product,Store,Dangerous,,
"Muito linda e charmosa, veste bem , recomendo.",Product,,Good,,
"
Por que recebi o produto que comprei, e o prazo de entrega foi dentro do informado.",Product,Store,Good,,
"Qualidade boa. Ficou bacana no carro. Somente a fita dupla face que precisa ser trocada, se possível 3M-VERDE.",Product,,Good,,
Bom. Porém muito doce.,Product,,Good,,
"Esse produto não está dentro das minhas expectativas, a costura é meio fraca para itens pesados",Product,,Good,,
maravilhoso,Product,,Good,,
Gostei da Nativa SPA refrescante para após banho. ,Product,,Good,,
"Adorei super fresquinha e linda,ja estou  usando  direto rs",Product,,Good,,
Por que é realmente muito bom.,Product,,Good,,
lindo!,Product,,Good,,
Maravilhoso! Me corrigiu a postura!,Product,,Good,,
Ótimo. Recebi o produto antes do prazo.,Product,Store,Good,,
Responderei apenas o quesito 1,,,Neutral,,
Cheirinho gostoso. Eficiente. ,Product,,Good,,
"Gostei do produto,e o prazo de entrega rápido",Product,Store,Good,,
A cor é linda! É um dos melhores batons líquidos do mercado nacional. A Bruna e a Tracta arrebentaram!,Product,,Good,,
eu achei excelente ameiiiiiii queria saber se tem creme para o corpo dele?,Product,,Good,,
"Lápis é ótimo,deslizar macio ainda comprei na Promoção excelente custo benefício...",Product,Store,Good,,
